trend_timestamp,topic_category,country,tweet_volume,mention_count,retweet_count,trend_score,sentiment_index,impressions,engagement_count
13-01-2025,Cloud,UK,4473,3199,2433,-0.801488469,0.707983436,55611,46662
08-01-2025,Cloud,India,1631,7694,758,0.240868107,0.996406568,14888,18427
22-01-2025,Cloud,,4628,,3095,0.938487561,,25834,7048
16-01-2025,Cloud,USA,1796,5994,9265,0.442406629,0.289096528,40509,7253
18-01-2025,Cloud,India,2225,9907,4734,0.115907147,0.561552023,76666,19183
07-01-2025,Sports,UK,3968,4178,9333,-0.149476123,0.848053946,14100,5806
05-01-2025,,UK,4880,6871,2587,-0.556619833,0.547274428,82842,24175
19-01-2025,Cloud,UK,696,5638,3798,-0.673154978,0.639251729,,22392
,Finance,Germany,9366,9023,2113,-0.712493893,0.34634571,58352,5710
23-01-2025,,UK,5207,8448,3609,0.554171215,0.655838327,,16575
19-01-2025,Finance,Germany,6714,6082,4231,-0.802068629,,27962,36397
22-01-2025,AI,USA,6605,3149,2440,0.025910893,0.519435062,6734,34155
11-01-2025,Cloud,UK,2302,1218,8362,-0.444428554,0.682041564,,47309
18-01-2025,Cloud,UK,,7598,8103,-0.429511527,0.884132958,28628,23844
17-01-2025,Finance,India,4077,1754,1892,0.687877825,0.102357493,22582,43934
02-01-2025,Cloud,UK,4863,2761,7310,-0.333230577,0.621429747,79000,7575
03-01-2025,AI,UK,6244,6018,1498,0.363621829,0.82886644,48032,9136
11-01-2025,Cloud,UK,7979,7534,6113,0.085838678,0.055525115,43595,49515
03-01-2025,AI,UK,7425,5100,1787,0.927078229,0.636034742,65544,13954
10-01-2025,Cloud,USA,4430,8790,8307,0.549344895,0.707278161,14478,31966
15-01-2025,Cloud,India,227,2751,9381,0.065995465,0.015033763,86530,12902
24-01-2025,Finance,USA,2155,559,,0.874879597,0.274402065,85321,31209
01-01-2025,,Germany,7794,8832,1012,0.677588361,0.951031404,24670,14526
04-01-2025,Finance,UK,3848,8514,118,-0.395510123,0.094787667,56146,17207
15-01-2025,Cloud,UK,1617,5121,8561,0.612760785,0.826736016,20916,40709
17-01-2025,Finance,,9046,6510,7332,0.883455591,0.697470577,,10094
12-01-2025,AI,UK,8501,8059,9730,-0.27966483,0.13194482,68264,35868
12-01-2025,AI,USA,2388,4767,9252,-0.907164753,0.075229673,40953,25966
09-01-2025,AI,India,2585,5884,5478,-0.272188626,0.997502138,59938,15045
14-01-2025,Sports,India,753,2369,3863,-0.395990748,0.102442054,37213,42073
22-01-2025,Finance,India,1825,4342,1633,-0.758229741,0.338386552,88139,7871
02-01-2025,Cloud,USA,9770,3885,1270,-0.424877096,0.135980021,49008,5123
10-01-2025,AI,USA,5182,1034,6829,,0.402182334,48918,24842
10-01-2025,Sports,Germany,8917,5223,7291,0.897783299,0.44311265,87353,
17-01-2025,Cloud,India,814,9847,7889,-0.589825974,0.782271033,30677,1523
11-01-2025,Cloud,UK,1704,4431,7048,0.536125262,0.907908074,91093,33818
12-01-2025,Finance,Germany,5934,3997,971,0.805312021,0.777643388,95978,5336
22-01-2025,AI,UK,4278,5012,6943,-0.105564964,0.261379762,15500,20206
15-01-2025,Cloud,UK,4347,1502,5933,0.455205642,0.653124713,16001,43045
02-01-2025,AI,UK,4407,4055,9608,0.330454946,0.692098144,30226,23925
17-01-2025,AI,USA,3899,8909,1543,0.47456473,0.847086013,90158,45213
01-01-2025,Sports,Germany,5784,3784,7190,0.204389895,0.861084014,14847,5858
08-01-2025,AI,USA,4084,4971,6901,0.18374176,0.29894714,56965,29624
16-01-2025,AI,USA,2333,9671,2624,0.857264323,,87170,47088
16-01-2025,Cloud,India,7786,1731,8648,0.546862049,0.44123642,59778,25975
03-01-2025,Cloud,UK,8922,6301,796,-0.643497311,0.961550876,23774,43587
18-01-2025,Sports,UK,3282,3902,1594,-0.330941641,0.760663134,6975,47242
15-01-2025,Cloud,UK,6609,,4227,-0.137664616,0.064678142,83720,15022
08-01-2025,Finance,UK,3800,6089,6074,0.238057094,0.431477309,5178,48116
14-01-2025,Sports,India,9441,4093,9828,-0.022896266,0.170589215,24915,26741
04-01-2025,Cloud,UK,4322,,,-0.270785477,0.600643026,44176,43251
09-01-2025,Sports,UK,7625,,8746,-0.696539565,0.737061849,5928,26811
13-01-2025,Sports,India,787,3934,5592,0.26410908,0.101723719,15998,18046
19-01-2025,Cloud,UK,4438,3061,3249,0.419705016,0.604660475,55793,28712
01-01-2025,Cloud,India,2127,1799,5830,0.33492241,0.413444197,45342,3020
22-01-2025,Sports,,8680,1215,4445,0.85406521,0.723349952,68658,23833
03-01-2025,Sports,USA,4985,6505,5777,-0.025934456,0.486199677,13164,
18-01-2025,Sports,India,5293,3752,9821,-0.359386495,,10813,38764
11-01-2025,AI,India,364,5173,485,-0.069680045,0.098269663,99063,2319
21-01-2025,Finance,USA,2546,3712,3314,0.620631174,0.374688864,15096,40176
19-01-2025,Sports,Germany,153,6124,9869,-0.22045538,0.103652202,61355,30756
22-01-2025,Finance,UK,7457,2964,9279,0.130871371,0.952346046,29571,20983
08-01-2025,,UK,6360,9003,2069,0.044098564,0.398873782,90016,34782
01-01-2025,Sports,UK,1869,5141,6495,,0.589018534,55636,23202
13-01-2025,Sports,USA,8664,8731,3244,-0.366151444,0.143262294,34483,
05-01-2025,Finance,UK,5787,3571,1680,0.612869829,0.772221403,,29782
10-01-2025,Finance,USA,797,2108,5038,-0.015166839,0.380180432,82948,9384
13-01-2025,Sports,UK,6243,2819,4808,0.818196109,0.045890952,10734,42321
07-01-2025,Cloud,USA,7114,9337,8930,0.795916105,0.45026598,6484,22341
16-01-2025,AI,UK,6889,197,6893,-0.461181547,0.477592184,50479,35262
12-01-2025,Sports,USA,8543,9268,1011,0.945513416,0.539807472,90781,35374
13-01-2025,Sports,Germany,8879,9866,2021,-0.647380844,0.877791495,46385,25502
05-01-2025,AI,Germany,8284,8279,1944,0.460037019,0.135257508,25129,20986
09-01-2025,AI,UK,2627,3495,4008,-0.671601237,0.49965728,89558,42937
04-01-2025,AI,USA,9261,7484,6993,-0.0723622,0.616249037,69616,47792
10-01-2025,AI,,6748,9433,9804,-0.408637721,0.525006276,98475,7216
09-01-2025,AI,,5511,8626,4921,-0.591914734,0.747596596,5821,34044
08-01-2025,Cloud,India,9755,707,3912,-0.166264215,0.477956832,11558,22102
14-01-2025,Sports,India,1967,9851,1170,-0.180354058,0.368892576,,45573
17-01-2025,Finance,USA,9458,5189,,-0.989832983,0.840018996,99400,4408
07-01-2025,AI,UK,6002,,748,0.379343608,0.696015465,95372,1675
15-01-2025,Finance,India,7404,6595,3701,0.392243416,0.585002492,45724,12819
15-01-2025,Cloud,USA,4339,2982,4004,0.822340452,0.952470734,36831,14852
19-01-2025,Finance,USA,,5658,4994,0.622312786,,93874,39712
07-01-2025,AI,Germany,2392,3439,7137,-0.541903381,0.255727062,31623,49230
15-01-2025,Cloud,India,3281,5775,6521,0.20276224,0.907338701,64526,44870
16-01-2025,AI,USA,9104,7020,6372,0.760397489,0.238348177,36697,48171
03-01-2025,AI,Germany,1842,9858,6922,-0.654751487,0.94887904,20006,15797
13-01-2025,Finance,India,5492,3195,4588,-0.43708266,0.387060929,13965,20736
06-01-2025,Finance,UK,7907,2380,6844,0.195537592,0.394633119,93020,17996
23-01-2025,Finance,UK,4653,7937,4305,0.440641189,0.417398206,47707,12937
18-01-2025,Sports,Germany,4792,2252,1860,0.345228403,0.752881702,6589,46886
03-01-2025,AI,UK,7642,9532,3059,0.020020809,0.97591385,78475,49078
03-01-2025,Finance,India,1594,657,2304,0.358570065,0.683409516,32116,48661
13-01-2025,Sports,USA,387,3407,6459,0.440215503,0.803602745,49350,31762
02-01-2025,Finance,USA,9567,9959,6304,0.8190441,0.024406315,48029,24267
22-01-2025,,India,5551,8505,7439,0.863341059,0.28899659,87258,13319
23-01-2025,Sports,UK,3022,8691,152,0.308416307,0.628844573,93291,27559
10-01-2025,Sports,Germany,5973,1796,8414,-0.608658254,0.864316164,91792,44212
,Finance,,4376,,9359,-0.710408854,0.023570652,84884,46106
08-01-2025,Finance,Germany,6117,9867,7438,0.644053243,0.438069886,65725,3194
01-01-2025,Sports,Germany,1713,3375,5815,0.826792546,0.859435195,38318,49765
04-01-2025,Cloud,India,1571,7204,6562,0.722434764,0.994311253,4611,43225
02-01-2025,AI,,3576,4268,4718,0.625895837,,76207,6034
02-01-2025,Sports,UK,6945,8806,9868,-0.559434943,0.087420647,29655,48178
17-01-2025,Finance,India,1635,432,5455,0.119657151,0.304161046,64445,4979
05-01-2025,Sports,USA,8523,9059,7876,0.992712085,0.616532423,29343,13973
03-01-2025,Finance,Germany,6942,6142,1248,-0.69160369,0.761035277,83234,48053
20-01-2025,Cloud,India,9555,3239,219,0.966561491,0.239118166,54339,16667
14-01-2025,AI,Germany,210,9070,7493,0.593884407,0.393519916,74896,23511
19-01-2025,AI,Germany,335,9927,7274,0.691009938,0.806248035,74019,35163
,Sports,UK,3183,3387,5534,-0.533990445,0.303714533,2870,1355
21-01-2025,Sports,,5232,3909,1037,0.279252375,,1427,13494
01-01-2025,Sports,USA,2194,7680,9737,,0.021302863,20889,4743
06-01-2025,Sports,UK,5067,7878,7056,0.871093305,0.781413192,5144,46916
03-01-2025,Cloud,UK,1901,,3691,-0.1409839,0.109120006,37590,34746
19-01-2025,Sports,UK,2995,6487,172,0.848589324,0.477797063,89414,40900
09-01-2025,AI,UK,9023,9978,7164,-0.891890913,0.825302868,44225,28196
10-01-2025,Cloud,UK,447,2543,427,0.430551117,0.193333559,14415,24622
12-01-2025,Finance,Germany,3080,8743,1962,-0.719039158,0.867431384,,3241
04-01-2025,AI,Germany,1959,5399,503,-0.406398243,0.532958737,31150,41251
20-01-2025,AI,Germany,416,6407,5780,-0.219079092,0.128709602,98668,24092
03-01-2025,Cloud,India,1770,1396,9856,0.575504658,0.496062225,,4102
23-01-2025,AI,USA,1337,,1955,-0.733072582,0.493828668,,4528
12-01-2025,Finance,India,4041,7864,3850,-0.83306562,0.801119827,85184,26731
10-01-2025,AI,UK,5457,4905,1121,0.407799324,0.235396804,34487,16230
15-01-2025,Sports,India,845,529,8649,,0.110150038,19548,3640
08-01-2025,Sports,Germany,4965,4135,6081,-0.331309722,0.809145606,51689,43354
21-01-2025,Finance,Germany,5165,207,2012,-0.059382742,0.763107441,24178,36056
12-01-2025,Cloud,UK,2867,8586,1316,0.653707291,0.320503042,68149,31913
,Sports,India,9257,4526,4572,0.165781753,0.104889318,27040,
09-01-2025,AI,UK,7446,7129,2955,-0.652600456,0.129843584,16880,16409
16-01-2025,AI,UK,2978,9758,5369,0.309134905,0.033888444,37326,31769
16-01-2025,Sports,USA,2534,6523,6458,0.810101778,0.949128413,94045,21214
07-01-2025,Finance,USA,7675,7357,681,0.028091187,0.024171707,32993,27282
06-01-2025,Sports,Germany,1200,2742,5018,0.853201795,0.571579461,80907,10006
02-01-2025,AI,USA,5849,2440,8970,0.670914914,0.377949575,40932,34199
06-01-2025,Finance,USA,4353,6110,5130,-0.77553868,0.025709108,74822,12192
17-01-2025,Finance,USA,5791,2286,5133,0.868025241,0.73668189,13308,43219
21-01-2025,Finance,India,5419,497,6163,,0.41142336,18560,33686
10-01-2025,Sports,UK,7322,8350,3681,-0.062776355,0.65761769,15701,4588
16-01-2025,AI,USA,4013,8968,1969,0.991357099,0.048633514,49796,33775
19-01-2025,Finance,UK,2820,6423,3280,0.049362256,0.824434834,10319,17045
17-01-2025,Sports,USA,8523,462,9078,0.989005474,0.026755772,47183,23591
03-01-2025,Cloud,UK,5993,8910,958,0.32113761,0.774675549,73368,15596
23-01-2025,Cloud,Germany,7708,2674,5850,-0.487142883,0.640008656,60339,45264
05-01-2025,AI,UK,7536,1424,3415,-0.246085165,0.366924482,96948,2340
08-01-2025,Cloud,India,5993,9462,5168,-0.471694173,0.004532058,32186,34676
22-01-2025,Cloud,India,4108,3089,6742,-0.768365082,0.180303687,,45865
01-01-2025,Sports,USA,9145,1424,8204,0.799152408,0.485722567,43317,42864
14-01-2025,AI,USA,5361,1837,6913,,0.455523932,32780,25220
08-01-2025,Finance,Germany,9086,1006,4015,-0.135105961,0.203114441,66045,17196
22-01-2025,Cloud,UK,5280,1730,4869,0.334712612,0.967963103,87605,33144
17-01-2025,AI,Germany,8438,2690,9597,0.281305245,0.657156312,13241,42066
07-01-2025,Sports,,6153,8322,6940,0.485183607,,17362,43084
,Finance,UK,8223,3333,3409,-0.7509638,0.307579196,5549,16779
01-01-2025,Sports,India,,5874,7009,0.193120145,0.22286783,77097,44124
12-01-2025,Cloud,UK,2598,2154,3081,0.22743434,0.60023074,8659,10047
05-01-2025,AI,India,7304,7315,8495,0.084456629,0.738017494,11448,7856
11-01-2025,Sports,UK,2564,7753,2042,0.669075593,0.143007993,71075,34205
23-01-2025,Sports,UK,8601,2516,7037,-0.652557798,,7657,48439
18-01-2025,AI,UK,144,1736,8834,-0.094783958,0.87548101,51028,16695
07-01-2025,Finance,Germany,4838,6640,1537,0.823439632,0.206975531,26810,20655
09-01-2025,AI,UK,6923,4757,6228,0.747202277,0.39948111,97422,41494
12-01-2025,Sports,UK,6950,6226,4063,0.286045915,0.317437694,90288,29863
12-01-2025,,UK,3401,2080,738,0.14269225,0.130845604,33056,36520
10-01-2025,Sports,UK,100,5274,5240,0.026488465,0.370669323,70545,36529
08-01-2025,Finance,India,405,912,6889,-0.765142401,0.002824626,76853,7347
,AI,USA,5495,368,2352,-0.480774733,0.562033923,86558,24798
02-01-2025,AI,UK,5272,7840,4254,-0.624592238,0.833597211,47894,23831
04-01-2025,Cloud,UK,2070,4392,4572,0.311460556,0.719209694,40782,26371
12-01-2025,Finance,Germany,7966,2995,6053,-0.818433425,,48122,11906
09-01-2025,AI,India,648,3797,828,0.952598583,0.516803696,69593,43377
07-01-2025,Cloud,UK,9131,629,3571,-0.977022472,0.835433198,39135,23568
12-01-2025,Finance,Germany,6421,6961,380,0.062739011,0.325632304,53601,33489
12-01-2025,Sports,USA,9298,7213,1021,-0.973351591,0.897763751,,20233
09-01-2025,Sports,,4040,3912,1455,0.146906859,0.848119304,48195,24592
17-01-2025,AI,Germany,1228,6397,2938,0.462511356,0.176917825,16462,40171
01-01-2025,AI,UK,6958,3852,9343,0.354929589,0.341967964,87704,15538
06-01-2025,Cloud,UK,7598,723,2298,0.473650177,0.713047738,19589,24090
17-01-2025,Sports,Germany,6601,4593,2129,0.798427835,0.055926677,19401,22245
01-01-2025,Sports,India,1172,4885,5930,-0.257765686,0.244952159,22785,25056
20-01-2025,Sports,USA,1580,8991,7257,0.653045815,0.646902525,84331,44405
23-01-2025,Sports,UK,7736,1845,1822,0.603492642,0.402674774,2184,
23-01-2025,AI,USA,4366,6071,2057,0.517302454,0.906186566,63148,15072
04-01-2025,Cloud,UK,6502,3313,2667,,0.02765963,22357,39550
21-01-2025,AI,Germany,7778,348,4176,-0.137201905,0.418524396,31690,3217
22-01-2025,Cloud,USA,5923,,7546,0.426490971,0.348993934,55071,7147
04-01-2025,Finance,UK,1174,8986,3650,0.208944294,0.263940698,96339,39840
03-01-2025,Finance,India,3655,5229,7703,-0.098121418,0.630946665,67415,26378
14-01-2025,AI,,1546,4592,374,-0.989840308,0.379339701,60802,42330
07-01-2025,,USA,6007,6097,2561,-0.901137625,0.634884149,45480,15533
17-01-2025,Sports,Germany,6655,123,7208,0.744450063,0.246660297,89271,10280
07-01-2025,Sports,,,1394,8612,-0.646906984,0.815841591,97854,20838
,Sports,India,2926,4422,6703,0.960691607,0.239413947,1510,44495
23-01-2025,Sports,Germany,1521,4707,9196,0.882828597,0.565391234,22066,32245
04-01-2025,Sports,USA,9447,1111,5088,0.942914887,0.574343949,99471,17792
20-01-2025,Cloud,Germany,6753,,1528,-0.285258367,0.928172788,15815,32645
23-01-2025,Cloud,India,4931,7672,,0.157549592,0.038399022,94838,3768
16-01-2025,Finance,,6314,231,9657,-0.891597473,0.93068257,42337,13017
21-01-2025,Sports,USA,5577,1345,830,-0.756346639,0.951668174,73083,36211
06-01-2025,Cloud,USA,6606,4897,7910,0.545252341,0.981630708,75273,2818
22-01-2025,Sports,India,1678,8997,586,-0.026289336,0.943168819,72242,
14-01-2025,Cloud,UK,6434,402,6569,0.723439657,0.858284404,92883,2126
15-01-2025,,Germany,8513,7145,4644,-0.087769459,0.980047727,,44878
12-01-2025,,UK,,2546,1111,-0.02654071,0.386878197,36491,17042
07-01-2025,Finance,UK,3481,2200,8803,-0.110805483,0.238365452,18108,45257
15-01-2025,AI,Germany,6066,1068,6588,0.712849918,0.020073689,94154,37481
02-01-2025,Sports,India,2020,2306,1659,0.620740585,0.04569131,63808,11586
,Cloud,Germany,2671,6227,1421,0.331754444,0.193089337,65717,8672
15-01-2025,Sports,India,5737,1083,5333,-0.744278167,0.579364049,26066,36318
03-01-2025,AI,India,7670,4431,3570,0.594080059,,,14224
14-01-2025,Finance,Germany,,9716,8161,-0.798471246,0.034958976,11994,38872
19-01-2025,AI,UK,,5792,1648,-0.653592617,0.031875416,37145,11153
08-01-2025,Finance,USA,6933,2925,4550,0.837089407,0.329529047,19949,18702
20-01-2025,AI,UK,3133,1094,1306,0.936184292,0.196655178,49935,14690
08-01-2025,,,9537,9730,3921,0.196602026,0.814691833,96759,26525
06-01-2025,Finance,USA,5137,4869,6968,0.598185534,0.975964901,7212,14352
02-01-2025,Sports,India,,1237,6736,0.871220274,0.657751717,59746,2131
17-01-2025,Cloud,UK,2569,1917,4808,-0.296677949,0.790629702,12912,31669
12-01-2025,Finance,USA,9721,9999,8410,0.84837212,0.609599234,21503,5396
12-01-2025,Sports,Germany,644,2772,244,0.52100731,0.177603404,38657,11108
21-01-2025,Finance,Germany,2739,5161,4457,-0.824999557,0.954265619,90607,31481
23-01-2025,Sports,Germany,1881,6177,8269,0.236128479,0.540594377,22593,19265
17-01-2025,Cloud,India,2501,1847,4644,0.912943133,0.653758945,19694,8372
10-01-2025,Sports,India,8493,8816,5022,0.590085897,0.094319413,97141,35942
02-01-2025,Finance,India,3729,1107,2211,0.154683941,0.268451086,56922,18230
11-01-2025,AI,UK,7653,8567,3049,-0.672240423,0.87648859,5120,16336
13-01-2025,Sports,India,,6540,5798,0.718826732,0.561270667,29905,20999
08-01-2025,Cloud,Germany,8874,4023,8094,-0.634903812,0.584192844,99931,49399
09-01-2025,AI,UK,4871,5747,2093,-0.243658136,0.714772311,94417,41216
21-01-2025,,Germany,6652,4406,6223,0.848424325,0.061286184,34999,31786
22-01-2025,Sports,USA,2596,2389,7064,0.514589346,0.818420619,44704,44665
01-01-2025,AI,UK,3006,430,3286,0.495181253,0.430886865,3820,39125
04-01-2025,Finance,Germany,7824,9905,1304,-0.485583253,0.031536127,69077,
07-01-2025,Finance,USA,6847,4821,3114,0.737582521,0.87126252,97408,3150
,AI,USA,9155,1389,4778,0.658394326,0.972847267,65501,16629
01-01-2025,Cloud,USA,7129,8609,2486,-0.670920901,0.050141802,84585,29933
21-01-2025,AI,USA,809,2573,8674,-0.237922584,0.864568345,79544,36391
23-01-2025,Finance,UK,8809,2817,3955,0.128522399,0.884605918,41100,44070
21-01-2025,Sports,Germany,2951,3888,7970,-0.087605147,0.05035949,82576,30017
06-01-2025,Cloud,Germany,6716,3906,4306,0.003594919,0.360001741,63242,21906
14-01-2025,Cloud,USA,3315,2961,3735,-0.3809521,0.220011097,69789,
13-01-2025,Cloud,UK,2421,6162,5385,-0.988413138,0.893398735,69809,2570
15-01-2025,,Germany,498,7975,6961,,0.955863037,67387,41569
15-01-2025,AI,India,8232,,6806,-0.213819859,0.31401516,56075,41168
08-01-2025,Sports,Germany,9140,5988,8261,0.763858016,0.851905509,,44563
18-01-2025,Finance,India,6652,3618,1216,-0.738680552,0.881466101,40575,48967
20-01-2025,Sports,Germany,9451,2722,8200,0.488638475,0.741138549,80103,33277
23-01-2025,Sports,USA,9801,3963,6281,0.082930455,0.345135974,64877,26851
22-01-2025,Finance,Germany,1585,5335,7163,-0.332580665,0.724295279,15179,29668
05-01-2025,Cloud,UK,7689,8829,9650,-0.448933031,0.189374771,,11871
02-01-2025,AI,India,9131,1504,3780,0.981683472,0.947019124,51218,44150
08-01-2025,Cloud,UK,8471,8630,7704,-0.582129333,0.060901121,82509,46616
01-01-2025,Sports,,5998,1537,2745,-0.719467735,0.670093115,58781,38879
17-01-2025,AI,UK,4070,,7050,-0.893446124,0.256247934,93014,35305
,Finance,UK,4108,5803,5578,0.456366951,0.606142108,,24708
16-01-2025,Cloud,India,5087,8085,,0.471294535,0.532798429,30697,20693
16-01-2025,Cloud,UK,9236,,5225,0.862158124,,44011,22096
,,India,2333,1565,4487,0.679887101,,55767,4323
22-01-2025,Sports,USA,4517,1948,8699,,0.739441193,78265,1619
06-01-2025,AI,USA,7430,6177,3353,0.063996612,0.548588936,52438,31515
12-01-2025,Sports,,8959,3841,3120,-0.375576651,0.449129466,13062,7994
17-01-2025,Sports,India,2823,2395,,-0.324733748,0.96194473,29824,35489
07-01-2025,Sports,India,4916,201,7687,0.953625662,0.838655387,15022,29291
21-01-2025,AI,USA,1538,6995,6766,-0.810753555,0.704577009,63077,34666
14-01-2025,Sports,USA,6264,7470,3850,0.653278363,0.566040318,69733,48672
14-01-2025,Cloud,UK,5871,3412,1412,-0.550986359,0.172390326,84699,42004
07-01-2025,Sports,India,6326,2944,6123,-0.309139211,,44027,38943
08-01-2025,Sports,UK,4211,3625,1875,-0.782445021,0.35140812,73974,43009
18-01-2025,AI,USA,1119,3812,5770,0.131086738,0.129900275,91431,33230
07-01-2025,AI,UK,915,1336,8119,0.987073552,0.805585512,62152,45435
17-01-2025,Finance,Germany,5854,1337,9180,0.497279841,0.289327296,3230,2096
07-01-2025,AI,Germany,3105,5379,,0.35580649,0.123110484,6012,21340
08-01-2025,Sports,India,,4805,2026,0.021657981,0.908423066,54520,42311
18-01-2025,Sports,Germany,8489,4054,7657,0.688773278,0.324237881,18649,47806
09-01-2025,AI,USA,5118,6413,6801,0.515053605,0.664175522,66581,32516
08-01-2025,Sports,Germany,1096,2399,1657,0.129158088,0.937052816,25343,33573
22-01-2025,Cloud,India,5476,4129,6427,0.577339925,0.539565274,54933,10406
06-01-2025,AI,USA,230,9151,1578,-0.399032044,0.605272456,14403,40879
05-01-2025,,India,1928,7976,2180,-0.708943927,0.420286167,9394,47572
18-01-2025,Sports,Germany,4740,8141,6289,0.4139482,0.347690753,57353,2501
19-01-2025,,USA,4193,8124,2755,-0.7846093,0.621262541,5980,16467
23-01-2025,Sports,India,6266,5648,1865,0.97309422,0.342361702,77194,9374
11-01-2025,AI,USA,5878,7951,2258,-0.867490613,0.586881476,91904,13943
,Finance,Germany,7563,5469,766,0.573749507,0.983973565,18402,21230
19-01-2025,Finance,India,6168,5737,7904,0.001449512,0.405819263,68172,31403
02-01-2025,Cloud,India,2145,5142,5997,-0.097835934,0.475897866,94082,13146
20-01-2025,Sports,UK,3376,5266,7696,0.055721007,,54673,34686
18-01-2025,Sports,UK,3773,1024,5384,-0.273450499,0.871411583,52071,36950
02-01-2025,Finance,Germany,5234,5360,4643,0.459393239,0.728201274,72963,16403
13-01-2025,AI,USA,,718,3821,0.063954217,0.640933534,96294,5407
14-01-2025,Sports,Germany,5293,1534,680,0.812155233,0.363237283,67370,12988
17-01-2025,Sports,UK,145,7050,444,-0.518187953,0.919096686,90918,1110
09-01-2025,,India,2916,1548,6444,0.419213824,0.689694193,22453,10848
12-01-2025,Cloud,UK,9751,2220,1900,0.647059277,0.934315002,25224,40887
23-01-2025,Cloud,USA,6516,1367,8378,0.411725151,0.581796163,46925,42636
09-01-2025,Finance,UK,4451,5126,1110,-0.533122327,0.371684095,78028,12290
14-01-2025,Finance,UK,,8552,3958,0.328304255,0.477650525,97602,40944
11-01-2025,Finance,India,8709,937,1584,-0.505846456,0.10685058,95565,1147
10-01-2025,Finance,Germany,6503,2784,9756,0.094474479,0.996955639,53190,25030
11-01-2025,AI,India,3135,6942,3806,-0.115574474,0.305613591,95692,14919
11-01-2025,Cloud,Germany,4785,109,4629,-0.101277388,0.023455497,14346,13570
01-01-2025,Sports,Germany,7809,7182,,0.123617541,0.388131248,82156,4978
22-01-2025,AI,India,626,1609,1269,,0.240192913,97682,48834
04-01-2025,Sports,Germany,2708,5702,3512,-0.900567002,0.311764321,84926,31864
20-01-2025,AI,USA,3742,6500,4573,-0.074778539,0.769934528,96961,24169
,,India,6864,8077,7262,0.264556753,0.888240418,88441,34240
19-01-2025,Finance,Germany,7469,7151,8135,0.308371564,0.29452784,93080,11457
20-01-2025,Cloud,UK,3760,5147,4375,-0.745054479,0.724388221,92752,26925
21-01-2025,Sports,India,6832,1598,3066,-0.479036303,0.792934821,6093,48557
14-01-2025,Finance,Germany,453,8542,1204,0.272553227,0.08603686,10163,34426
08-01-2025,Cloud,USA,1226,7136,4430,0.405881296,0.552836526,41297,35610
21-01-2025,Sports,India,5661,3499,,0.313985063,0.710268084,53220,13596
15-01-2025,Finance,Germany,3237,6146,8321,0.259926987,0.644822919,43023,22355
08-01-2025,Cloud,Germany,8214,9290,9092,0.127579531,0.806116836,95607,
11-01-2025,Finance,Germany,,101,1218,0.516846459,0.515237498,53412,45937
06-01-2025,Finance,UK,5681,2235,2845,0.095474648,,27576,29688
02-01-2025,,USA,2242,4642,7254,0.195060074,0.81158748,92715,20796
,Cloud,UK,3205,530,3870,-0.208224149,0.53068037,62597,26446
12-01-2025,Cloud,USA,8428,1687,8804,-0.44809369,0.363700135,,3975
21-01-2025,AI,USA,192,3579,2320,-0.185065094,0.041319041,47263,12133
04-01-2025,Sports,Germany,6167,2852,728,-0.0018062,0.950860117,84309,34946
07-01-2025,Sports,USA,7560,6874,2667,-0.880187873,0.816778786,51331,21099
22-01-2025,Sports,UK,6040,1917,5448,-0.477581668,0.828086562,57778,47725
20-01-2025,Cloud,Germany,6906,2478,5627,0.47421592,0.191836206,27961,9886
03-01-2025,Finance,UK,2876,1100,8365,-0.912912043,0.562517256,63358,24201
07-01-2025,AI,USA,2002,659,6429,0.095645867,,24024,26347
09-01-2025,Cloud,India,7550,6609,6510,-0.703384857,0.260468845,68789,36958
20-01-2025,AI,Germany,7793,7676,576,-0.564243953,0.561732778,98530,39753
15-01-2025,,UK,4973,8548,,0.914295508,0.54296019,26059,43528
17-01-2025,Sports,USA,5273,9370,1806,-0.55275903,0.205095834,46171,20632
05-01-2025,AI,USA,5572,1939,3821,,0.433690817,18111,17835
16-01-2025,AI,,3507,2315,4774,-0.064325256,0.116629279,34617,6383
17-01-2025,Cloud,,2633,7268,843,,0.298102266,14493,7052
19-01-2025,Finance,USA,6056,3556,6382,-0.253356756,0.148619508,,6955
18-01-2025,Sports,UK,1815,8330,4758,0.008784551,0.07278087,35736,7380
11-01-2025,Sports,Germany,7685,,4386,0.137337457,0.180076021,64635,29354
12-01-2025,Finance,Germany,4609,8377,5262,-0.076620119,0.984317972,30688,1534
23-01-2025,Sports,India,2205,5963,9172,0.270596597,0.470029078,30237,23393
14-01-2025,Finance,USA,4629,4093,8898,,0.729809435,71610,35447
09-01-2025,Finance,India,512,6320,971,-0.86746845,0.101313818,86011,22011
11-01-2025,Cloud,,1016,3587,5120,-0.716742994,0.178583231,98624,29816
19-01-2025,Cloud,Germany,5456,2857,9657,0.534973416,0.200274182,37714,32073
02-01-2025,Cloud,India,5661,203,3497,0.280984656,0.074352149,90092,30163
11-01-2025,Cloud,USA,6709,1601,8546,-0.949664484,0.864196207,88827,46770
17-01-2025,AI,India,7171,1532,6216,-0.233800027,,7150,48101
20-01-2025,AI,Germany,8829,4295,7448,0.749698371,0.548645091,46015,8480
03-01-2025,Cloud,USA,8204,7190,9737,-0.448094917,0.132673272,,21744
