user_id,country,topic_category,account_created_date,followers_count,following_count,likes_count,shares_count,posts_count,verified
1271,USA,finance,03-01-2025 19:13,56469,1851,1126,485,122,N
1253,USA,politics,01-01-2025 07:06,61779,3338,,448,990,N
5393,Germany,tech,20-01-2025 02:28,8348,3120,285,260,596,Y
6192,UK,tech,07-01-2025 05:51,19974,1022,555,,242,Y
1656,,finance,23-01-2025 01:46,95278,2540,548,63,919,N
2651,Germany,finance,07-01-2025 18:02,90631,3247,1619,326,585,Y
3051,India,politics,,5659,38,49,210,130,Y
8049,UK,sports,18-01-2025 23:24,42248,1707,537,78,373,Y
9673,USA,finance,20-01-2025 09:36,62874,1854,,472,957,N
3191,USA,politics,12-01-2025 09:31,96208,2203,1811,61,451,N
6580,India,finance,01-01-2025 16:01,89634,4712,1332,285,673,Y
2510,USA,politics,22-01-2025 03:04,86680,1625,874,60,546,N
1538,USA,finance,09-01-2025 00:09,41662,2979,717,308,739,
7561,UK,tech,06-01-2025 12:53,,4407,1616,298,705,Y
3115,UK,,11-01-2025 07:32,5584,4071,1864,144,502,Y
4487,,sports,12-01-2025 14:48,6144,4207,350,355,,Y
5225,India,sports,04-01-2025 16:28,89837,1895,,293,531,Y
4455,Germany,politics,09-01-2025 00:25,31580,3256,81,213,164,N
4894,USA,tech,19-01-2025 11:24,7881,1242,327,6,435,Y
7853,India,tech,21-01-2025 21:37,97980,3890,200,145,,N
7987,UK,finance,11-01-2025 14:51,84038,3483,1440,339,874,Y
7943,UK,sports,18-01-2025 13:32,14661,4460,1249,357,211,Y
1439,India,finance,12-01-2025 19:53,8215,3412,173,401,191,N
1541,UK,sports,04-01-2025 08:37,3825,128,1854,465,413,N
8882,Germany,politics,06-01-2025 23:33,95646,2645,256,287,236,N
6571,USA,finance,21-01-2025 06:55,50324,,472,123,805,N
8142,Canada,politics,16-01-2025 16:04,91635,2089,1710,178,712,N
6659,Canada,politics,09-01-2025 00:13,38804,4012,1649,266,262,Y
,India,politics,15-01-2025 20:45,8165,3938,1422,49,900,Y
1003,India,finance,23-01-2025 12:07,50134,1088,105,157,353,Y
4312,India,finance,05-01-2025 21:14,66334,3711,335,368,419,Y
9579,Canada,politics,23-01-2025 11:32,33938,4186,,450,174,
2869,India,politics,22-01-2025 08:09,67329,1870,1795,421,713,Y
1590,Germany,sports,16-01-2025 14:37,91404,1071,734,443,905,N
2974,Germany,tech,08-01-2025 04:28,28565,70,1832,399,,Y
6729,UK,politics,05-01-2025 17:41,33515,1327,1644,134,579,N
8151,India,tech,15-01-2025 06:00,39454,3890,1312,5,770,N
2680,Germany,tech,06-01-2025 07:52,46686,1652,886,404,909,Y
2358,India,,24-01-2025 01:04,,2446,1682,180,61,Y
9644,India,sports,09-01-2025 09:42,80590,2976,348,485,966,Y
3525,UK,politics,04-01-2025 09:04,37428,3121,1650,441,812,N
2582,Canada,sports,20-01-2025 18:09,62254,3907,295,,528,Y
8390,USA,tech,09-01-2025 07:44,23716,610,,,656,Y
2987,India,politics,23-01-2025 17:34,37225,2924,1684,29,549,Y
1795,Canada,tech,22-01-2025 08:42,83113,4899,578,109,358,Y
8452,,finance,,53481,4276,75,184,516,Y
7777,USA,sports,09-01-2025 14:13,80228,3007,1935,466,757,N
7052,Germany,politics,17-01-2025 22:07,97177,1746,1815,95,491,Y
9965,Canada,tech,15-01-2025 02:34,19521,966,658,133,898,Y
4158,USA,finance,12-01-2025 18:52,36794,1156,1807,127,721,N
1241,India,tech,11-01-2025 00:07,30486,19,634,221,784,Y
9781,Canada,tech,18-01-2025 01:16,25422,4145,334,77,366,Y
8043,UK,tech,04-01-2025 06:20,13283,4139,171,,760,N
5619,India,finance,15-01-2025 18:55,86939,4946,,41,24,Y
8128,,tech,13-01-2025 00:17,98681,1319,486,63,106,N
3998,,finance,15-01-2025 03:02,64559,838,743,492,808,Y
5430,India,sports,04-01-2025 09:30,,2986,1019,192,148,N
8361,USA,,01-01-2025 07:41,16825,571,530,36,642,N
,India,tech,18-01-2025 14:15,84938,446,753,349,977,Y
1941,USA,politics,15-01-2025 11:59,,891,1407,332,967,N
6491,India,politics,22-01-2025 22:14,83594,1449,1788,471,905,Y
8704,Germany,tech,17-01-2025 00:34,50121,4613,1807,237,381,N
3669,USA,politics,05-01-2025 12:16,72303,3551,168,12,46,Y
,India,tech,09-01-2025 15:52,27827,,1798,102,66,Y
8376,USA,politics,,20019,2790,1734,92,458,N
2951,USA,finance,21-01-2025 10:43,69620,2393,1766,49,635,Y
3519,India,politics,03-01-2025 01:54,11731,2669,1976,128,152,N
3766,India,politics,13-01-2025 02:22,64504,268,1489,414,539,Y
8119,USA,sports,20-01-2025 15:18,53285,4795,374,131,506,N
9808,UK,politics,11-01-2025 08:16,14122,641,1694,418,982,N
8206,USA,tech,10-01-2025 06:25,75066,3513,392,58,664,
5620,India,sports,06-01-2025 20:08,33103,331,636,329,334,N
1912,USA,politics,10-01-2025 15:48,56652,1663,1647,62,28,N
3618,USA,sports,07-01-2025 14:19,61020,1534,1961,,777,Y
2327,,politics,06-01-2025 15:45,71451,2293,401,436,852,N
,UK,politics,05-01-2025 15:21,70058,2512,1975,82,396,Y
1151,Canada,sports,01-01-2025 16:16,97918,,1636,,340,N
5117,Canada,sports,03-01-2025 06:57,54113,4265,,307,398,Y
3621,UK,finance,04-01-2025 05:44,7467,3778,24,467,700,N
5458,Canada,,14-01-2025 05:34,94038,2054,1593,,644,Y
4338,UK,finance,20-01-2025 01:00,36262,3701,298,159,986,N
4058,Germany,sports,06-01-2025 05:25,26710,199,522,,148,Y
4117,UK,tech,21-01-2025 15:01,13154,1984,1140,132,485,Y
5566,Germany,tech,15-01-2025 21:58,72107,4284,1889,227,478,Y
5770,India,tech,12-01-2025 03:15,7289,2914,20,272,758,Y
3397,USA,finance,23-01-2025 16:27,,3132,1675,351,241,Y
7936,India,tech,05-01-2025 02:36,97450,4297,63,468,547,N
3879,Germany,sports,17-01-2025 02:47,91416,871,1901,434,357,N
7607,India,,21-01-2025 21:38,3742,107,500,428,176,N
8220,Germany,sports,07-01-2025 11:04,14331,2185,377,329,497,Y
4738,India,tech,13-01-2025 01:01,40589,2345,,483,367,N
6527,UK,finance,,20360,4050,1161,486,191,N
6839,Canada,sports,05-01-2025 11:13,10931,815,1829,104,898,N
5705,Canada,sports,04-01-2025 16:52,89019,4492,,65,625,Y
5941,Germany,sports,23-01-2025 00:31,78530,1754,1510,398,595,
6527,USA,tech,17-01-2025 23:40,60678,4134,313,318,288,Y
2742,Canada,sports,10-01-2025 12:45,42059,,766,430,957,N
8542,UK,finance,02-01-2025 09:31,209,1628,1705,288,505,N
4381,Canada,politics,18-01-2025 20:55,52080,2172,,70,133,N
6793,Germany,sports,23-01-2025 20:45,80227,2435,1582,33,78,Y
8752,USA,politics,,99548,1479,290,246,407,N
4898,UK,finance,23-01-2025 09:47,43872,4416,1614,,649,Y
,UK,sports,15-01-2025 22:07,77024,4695,1279,69,894,Y
9029,UK,finance,21-01-2025 15:25,88447,1355,720,391,766,Y
1333,India,politics,20-01-2025 23:51,36673,597,,271,695,Y
7605,UK,sports,17-01-2025 04:50,8721,1784,713,154,783,N
9816,Canada,finance,14-01-2025 12:49,33610,374,807,,969,Y
1159,USA,tech,11-01-2025 12:08,39295,2752,1581,223,838,N
4920,Canada,finance,,38240,4055,1953,256,843,Y
2181,Germany,finance,02-01-2025 17:43,,1576,723,122,319,Y
8017,Germany,finance,21-01-2025 19:37,30777,4915,1847,45,91,Y
2767,Canada,finance,15-01-2025 04:23,99812,848,1048,39,274,Y
6201,Germany,tech,06-01-2025 03:27,41067,977,1746,245,749,N
6926,Germany,tech,17-01-2025 04:54,59517,3510,114,453,201,N
5866,Canada,tech,10-01-2025 16:17,46798,2747,339,423,,N
5965,India,tech,17-01-2025 11:19,92678,673,999,5,264,N
2564,Canada,sports,02-01-2025 02:51,46945,2496,1016,481,483,Y
6233,India,finance,05-01-2025 03:41,40561,2773,,50,550,N
9828,USA,tech,,6376,3623,834,241,181,Y
5557,India,tech,23-01-2025 11:21,24479,2895,1307,391,525,N
2055,UK,politics,22-01-2025 22:51,,2313,249,332,950,
8851,Canada,tech,01-01-2025 10:35,4492,30,1960,0,384,N
3544,,finance,16-01-2025 11:53,47296,,904,92,566,N
7518,India,tech,07-01-2025 15:03,67496,,971,122,821,N
6711,Canada,tech,16-01-2025 00:09,54896,2874,293,440,273,N
6691,Germany,tech,18-01-2025 04:12,27435,2422,1468,8,618,Y
9618,Germany,finance,14-01-2025 01:03,7654,2371,150,328,715,N
5012,USA,tech,04-01-2025 17:40,,1500,448,344,760,N
7057,UK,sports,12-01-2025 20:04,83556,254,1643,176,,N
2739,India,tech,15-01-2025 05:18,41085,3443,774,278,519,Y
5718,Canada,finance,09-01-2025 04:55,,4131,538,236,762,Y
,India,finance,04-01-2025 15:51,46394,70,1121,134,390,N
1829,Germany,sports,10-01-2025 10:11,84791,,,442,404,N
4632,UK,,,86919,1933,690,287,910,N
5026,India,finance,20-01-2025 22:13,48631,1218,1350,360,,N
2488,UK,sports,,50224,2209,1573,85,73,N
1025,USA,sports,06-01-2025 16:11,7421,197,205,414,77,N
8043,Canada,politics,,45417,4044,1270,495,254,Y
3891,UK,finance,22-01-2025 00:03,37641,3862,1322,67,633,N
3924,USA,sports,,,818,1556,314,990,N
2722,India,sports,11-01-2025 11:38,62549,1095,826,414,,Y
4466,Canada,politics,07-01-2025 10:47,62217,2142,1535,358,513,Y
9923,India,sports,01-01-2025 02:52,24785,2852,26,395,718,N
6463,India,,05-01-2025 19:58,51163,1641,1291,68,465,Y
6996,USA,tech,10-01-2025 21:07,4271,626,,87,953,Y
6418,UK,politics,18-01-2025 01:53,99549,1880,1336,181,781,
1020,Canada,finance,01-01-2025 14:28,4196,1888,1999,340,6,Y
7106,USA,politics,13-01-2025 12:02,25468,2992,667,,802,Y
5307,Canada,politics,19-01-2025 12:38,47207,1234,853,452,270,Y
2216,UK,finance,15-01-2025 17:17,17296,132,359,236,199,Y
9550,Canada,politics,23-01-2025 22:55,74547,4088,1300,397,241,N
8674,,politics,21-01-2025 18:38,367,3394,243,388,745,N
9888,UK,tech,17-01-2025 11:30,58812,69,1061,243,654,
9136,USA,tech,19-01-2025 04:53,57172,2604,602,112,,Y
7402,,finance,24-01-2025 01:20,79641,3324,1743,279,464,N
9347,USA,politics,03-01-2025 09:53,,4864,179,489,640,N
2428,Canada,sports,,73443,1372,1708,481,969,N
1694,USA,finance,10-01-2025 22:57,95187,,959,125,28,Y
7908,Canada,politics,,9631,962,1549,384,961,N
5152,Germany,finance,02-01-2025 14:35,32265,3832,451,433,228,Y
8253,UK,finance,18-01-2025 01:45,44064,4946,,383,823,Y
9963,India,sports,08-01-2025 04:58,,2856,1320,5,988,
6450,USA,finance,16-01-2025 00:04,37392,4332,1198,438,260,Y
5857,Canada,politics,22-01-2025 19:19,66623,1487,16,457,361,
7690,UK,sports,18-01-2025 20:35,42946,2311,1755,475,31,Y
9778,India,sports,16-01-2025 12:05,60429,4634,291,314,60,Y
6909,Germany,sports,23-01-2025 12:24,1411,1225,1340,380,794,Y
7365,UK,finance,04-01-2025 20:00,88389,2460,613,337,731,N
7053,Canada,finance,03-01-2025 20:10,62593,3107,1103,326,817,Y
9199,India,finance,16-01-2025 15:52,36972,1234,1041,333,448,Y
5285,India,politics,04-01-2025 23:46,,4878,88,107,218,N
4272,UK,sports,06-01-2025 05:22,,547,683,279,466,Y
6148,Germany,sports,17-01-2025 06:18,28701,4324,571,145,232,N
1559,India,sports,11-01-2025 13:30,81944,1685,,182,320,N
1953,Germany,tech,02-01-2025 11:55,8829,1423,3,227,,Y
2688,Germany,politics,20-01-2025 23:37,69015,136,710,252,70,N
1341,USA,tech,18-01-2025 01:47,31741,3604,1644,146,858,Y
4536,Germany,tech,04-01-2025 19:45,67965,4804,774,283,923,N
4268,UK,politics,21-01-2025 00:00,24634,4509,,318,970,Y
4959,USA,tech,16-01-2025 03:29,38646,1623,1274,162,170,N
5610,USA,sports,12-01-2025 12:59,32267,1884,590,92,778,Y
2044,Canada,politics,20-01-2025 19:32,57580,3837,1221,124,74,Y
1128,USA,tech,21-01-2025 01:13,12244,2682,480,65,346,N
6847,UK,politics,01-01-2025 12:13,17642,29,1739,339,619,Y
9120,Germany,politics,20-01-2025 17:11,74566,373,150,238,732,Y
7275,India,tech,,47239,304,46,250,429,
2904,India,finance,16-01-2025 18:28,65212,805,1153,220,878,Y
2342,USA,finance,15-01-2025 08:54,29015,1698,732,311,52,Y
9317,UK,tech,01-01-2025 03:17,,,1721,105,759,Y
3348,Canada,tech,16-01-2025 11:04,41868,0,843,29,706,Y
6639,UK,finance,23-01-2025 07:35,40656,3474,313,160,887,N
3974,USA,sports,15-01-2025 15:53,86510,1063,673,277,464,Y
7778,Germany,sports,10-01-2025 07:31,92228,1240,1681,69,163,N
2296,Germany,tech,,8205,68,227,44,,N
8532,India,politics,10-01-2025 12:50,84044,226,1777,144,290,
7763,India,finance,01-01-2025 05:46,26871,2828,1217,68,152,N
2525,Germany,politics,17-01-2025 22:15,78276,3057,291,4,731,N
6235,Canada,politics,13-01-2025 19:51,83657,3857,1402,394,729,N
2675,,finance,04-01-2025 13:15,33272,2951,1583,37,17,Y
,UK,tech,14-01-2025 15:50,48199,1575,,200,438,N
9269,India,finance,19-01-2025 06:28,51578,1691,607,,109,N
1945,UK,tech,08-01-2025 01:01,98764,4542,1615,202,655,N
7000,UK,politics,09-01-2025 00:57,,2034,732,47,459,N
8931,,sports,18-01-2025 18:21,87323,4438,1043,352,268,N
8639,USA,finance,11-01-2025 17:34,15955,1601,1821,330,585,Y
3209,India,tech,12-01-2025 16:01,49345,2733,1058,337,531,Y
3799,,tech,10-01-2025 16:21,63971,1101,1509,48,840,Y
1333,,finance,04-01-2025 23:29,51151,4701,1661,170,787,N
9972,Canada,tech,07-01-2025 14:26,45164,3582,294,291,618,N
3691,India,politics,13-01-2025 03:15,98467,589,449,417,73,N
7217,India,politics,12-01-2025 00:18,93037,3744,1759,123,885,N
4516,Canada,finance,04-01-2025 07:34,46272,2209,1101,332,558,N
7750,Canada,politics,22-01-2025 07:37,12941,3737,1988,445,288,N
5414,Canada,politics,,35953,880,11,,231,Y
5624,UK,politics,12-01-2025 01:59,78971,1272,228,379,62,N
6361,,sports,07-01-2025 04:36,26331,1611,1476,417,645,N
8310,Germany,sports,22-01-2025 04:09,17365,926,1046,333,522,Y
1081,USA,sports,21-01-2025 15:52,40579,4285,470,318,664,N
2915,UK,politics,21-01-2025 20:31,24549,1320,1561,286,217,Y
9755,India,tech,22-01-2025 20:22,5471,1228,,431,545,Y
,Canada,finance,20-01-2025 14:07,40376,3021,1586,146,659,N
6909,USA,politics,,64647,862,1292,264,953,N
3923,India,politics,22-01-2025 13:45,11118,3221,1004,500,949,Y
4037,UK,finance,13-01-2025 11:16,36709,1125,1655,455,776,N
1285,India,finance,13-01-2025 03:46,34231,354,1531,35,114,N
6872,USA,sports,02-01-2025 09:37,96858,624,412,404,,N
1452,,finance,09-01-2025 15:21,17601,982,1815,315,607,N
6334,India,sports,,72194,3916,119,8,251,Y
3741,Germany,sports,04-01-2025 01:47,79464,3647,302,495,700,Y
8271,India,finance,08-01-2025 09:39,77499,2676,814,342,660,Y
4085,Germany,sports,12-01-2025 12:02,71020,1887,525,307,399,Y
6810,India,finance,23-01-2025 10:55,73753,1193,1930,406,599,N
1476,India,sports,14-01-2025 21:56,37888,,437,275,929,N
4539,India,politics,16-01-2025 11:38,72089,2104,,232,322,N
8347,Canada,finance,07-01-2025 14:35,95898,2360,649,286,63,Y
,Canada,sports,03-01-2025 10:40,46429,260,43,192,556,N
8425,UK,finance,18-01-2025 18:42,35888,3653,62,,888,N
3218,Canada,tech,09-01-2025 16:56,29950,2028,1564,329,388,Y
6603,Canada,finance,04-01-2025 14:18,78293,2632,1565,481,270,N
7015,USA,finance,,83618,,1267,105,516,Y
8123,USA,tech,19-01-2025 09:59,59283,521,947,315,810,N
5194,UK,tech,12-01-2025 13:23,73597,3563,,428,152,N
7632,Canada,politics,05-01-2025 14:10,754,3529,469,202,,Y
4942,UK,finance,03-01-2025 02:48,47523,4354,433,252,397,N
,Canada,sports,19-01-2025 01:41,,3858,364,,950,Y
3414,UK,tech,,13882,1174,986,279,802,Y
3540,USA,,08-01-2025 00:27,94939,2919,1846,79,41,Y
9439,Canada,sports,14-01-2025 12:06,91746,1864,889,309,371,Y
6662,USA,sports,10-01-2025 05:45,92980,1,614,205,987,Y
5117,UK,politics,01-01-2025 00:22,44820,3688,9,215,941,Y
9020,USA,finance,06-01-2025 21:31,84587,821,1395,371,,Y
1099,Canada,politics,20-01-2025 11:19,91272,1994,343,201,290,N
7017,India,sports,10-01-2025 12:54,56443,2544,491,121,763,N
6070,UK,finance,01-01-2025 22:41,91706,3957,1473,355,968,N
9590,USA,sports,03-01-2025 15:09,18667,79,988,402,677,Y
1748,USA,politics,07-01-2025 08:20,43261,380,1930,216,466,Y
,Germany,tech,22-01-2025 12:42,86468,583,385,441,754,N
6971,UK,tech,,89094,,1071,284,150,N
6285,Germany,finance,03-01-2025 03:05,25439,757,1097,130,390,N
9810,India,finance,12-01-2025 03:29,39730,1933,,227,855,Y
1107,UK,finance,06-01-2025 18:59,24734,4814,1009,435,81,Y
9489,India,tech,,75857,4051,1014,29,863,N
1421,USA,tech,02-01-2025 07:55,73419,909,1964,103,941,N
8301,Germany,tech,06-01-2025 06:42,24196,2845,140,225,738,Y
8246,Germany,sports,04-01-2025 04:59,34435,4709,1078,76,117,Y
7825,USA,sports,19-01-2025 09:34,25935,4279,425,,195,
,,finance,13-01-2025 03:32,52722,4725,1348,283,616,Y
9777,USA,politics,,,2026,1901,297,90,N
4942,USA,tech,19-01-2025 04:26,83153,3441,480,85,839,Y
8770,USA,tech,17-01-2025 09:11,85568,896,8,416,418,N
4157,Germany,tech,18-01-2025 15:20,68326,4635,1371,358,234,N
6777,Germany,politics,,19684,4768,469,38,558,Y
3269,UK,sports,08-01-2025 19:49,21276,1875,1015,475,193,Y
4359,India,tech,22-01-2025 05:54,60018,1296,1780,93,735,Y
8335,,tech,08-01-2025 04:08,28818,678,1717,114,274,Y
3816,USA,tech,06-01-2025 20:36,61772,4527,1602,463,785,Y
3504,Canada,sports,15-01-2025 21:18,38913,4077,918,95,471,
6410,Canada,finance,03-01-2025 01:49,59003,4369,1848,133,732,Y
4196,Germany,sports,23-01-2025 06:41,45076,728,596,,229,N
7722,Canada,sports,16-01-2025 21:29,12761,611,1930,0,58,Y
6417,UK,politics,11-01-2025 12:11,47054,4348,66,495,695,N
5323,USA,sports,24-01-2025 01:23,51236,659,1529,100,795,Y
7785,Germany,,03-01-2025 03:14,94278,1890,753,319,149,N
5902,Canada,politics,17-01-2025 21:46,28710,2738,162,479,790,Y
1086,USA,finance,12-01-2025 23:01,34655,3365,1887,298,877,N
9815,USA,tech,09-01-2025 04:11,7387,2720,1142,348,5,N
7364,USA,politics,17-01-2025 01:00,55433,1291,46,377,475,N
6276,UK,politics,06-01-2025 03:44,96064,4831,653,317,227,N
3796,UK,sports,,82368,3552,1849,131,416,Y
1396,USA,finance,09-01-2025 22:25,,3533,714,490,664,Y
8446,Germany,tech,21-01-2025 23:39,97957,1198,1077,248,410,N
3912,,politics,01-01-2025 14:51,62087,201,,447,96,Y
4792,USA,politics,01-01-2025 02:21,94693,2912,1538,114,738,Y
4909,UK,,21-01-2025 09:43,1044,1351,1067,391,886,Y
5877,Germany,politics,21-01-2025 09:40,67612,937,1486,,952,Y
4469,Canada,tech,12-01-2025 15:23,46633,3743,1520,355,660,N
9048,Canada,finance,01-01-2025 14:11,93514,4502,1777,285,312,N
7067,India,tech,06-01-2025 22:56,64475,593,1696,144,612,
6540,Canada,,18-01-2025 17:20,67562,1167,,498,979,N
1945,USA,sports,04-01-2025 09:23,98187,6,1340,308,964,Y
4357,Canada,politics,09-01-2025 04:34,23927,1726,1894,411,455,N
9128,Germany,politics,11-01-2025 18:00,13188,4083,39,,629,Y
1816,Germany,politics,12-01-2025 15:25,,2323,11,303,,Y
2450,India,politics,21-01-2025 11:10,87829,4898,1527,305,722,Y
1865,Canada,politics,10-01-2025 08:55,45540,1036,852,114,308,Y
9681,Canada,politics,18-01-2025 00:23,2378,1090,1285,349,313,N
5228,India,politics,20-01-2025 16:16,5955,1319,338,,168,N
5686,USA,finance,06-01-2025 17:31,,2069,1537,435,670,N
2510,Germany,politics,06-01-2025 07:38,53036,379,,275,983,Y
9802,India,tech,07-01-2025 05:56,87240,2702,1174,183,,Y
7581,Germany,tech,15-01-2025 14:16,77005,2939,1742,,738,N
5900,USA,sports,19-01-2025 05:53,51047,4001,307,10,329,Y
3653,India,tech,19-01-2025 04:55,,,521,,55,N
3162,India,politics,22-01-2025 20:53,64036,3337,1825,339,327,N
7252,Germany,sports,02-01-2025 08:31,32077,166,138,415,334,N
9873,,finance,21-01-2025 17:29,57250,1568,1655,233,901,N
7809,USA,sports,13-01-2025 01:34,24389,4017,892,205,748,N
5605,India,finance,22-01-2025 19:32,22776,2034,1083,312,692,N
2335,UK,sports,04-01-2025 20:46,42443,4184,372,,33,Y
3311,USA,sports,15-01-2025 09:08,58613,1088,188,111,741,N
3239,Germany,politics,12-01-2025 14:48,64301,466,1200,255,,N
8796,USA,politics,08-01-2025 16:03,58339,2320,1097,46,777,N
7430,India,politics,10-01-2025 02:06,24962,403,701,134,834,Y
2266,Canada,tech,11-01-2025 11:50,27770,561,606,238,597,N
6535,Canada,finance,24-01-2025 00:31,10941,865,298,9,956,Y
8186,India,tech,13-01-2025 05:08,97341,107,33,455,549,N
4612,Canada,finance,17-01-2025 16:05,12807,723,10,28,550,N
9002,USA,politics,05-01-2025 17:54,86963,4747,578,428,240,
4989,Germany,sports,21-01-2025 02:17,18573,4031,,324,523,N
6612,Canada,sports,23-01-2025 05:29,58029,4567,1862,243,228,N
3354,,tech,11-01-2025 07:08,70113,201,913,308,906,N
3728,Canada,finance,01-01-2025 21:22,49276,820,1907,207,297,N
9600,UK,politics,13-01-2025 23:21,99822,3978,319,30,544,N
2546,Canada,sports,04-01-2025 04:42,45070,4480,74,103,290,Y
4852,Germany,sports,16-01-2025 07:45,14038,987,1131,175,798,Y
2899,UK,sports,,8425,2634,420,48,920,N
5294,UK,finance,05-01-2025 00:29,79478,4564,1516,37,143,N
7000,India,finance,15-01-2025 15:03,,3607,1584,442,55,N
8235,UK,finance,10-01-2025 06:24,13275,4643,1748,51,102,Y
8524,UK,tech,10-01-2025 17:46,40801,1703,1301,396,792,Y
8998,Canada,finance,07-01-2025 18:49,42394,16,1514,105,,Y
5075,India,finance,09-01-2025 09:04,,2778,648,97,784,Y
3121,USA,finance,02-01-2025 06:52,,721,208,442,413,Y
1169,India,tech,14-01-2025 21:48,42757,1779,119,331,741,Y
3095,Germany,,12-01-2025 11:14,63034,4493,568,185,135,N
6210,Canada,sports,17-01-2025 08:02,23421,4839,780,200,750,Y
3997,India,politics,16-01-2025 01:10,63886,906,597,109,885,Y
2253,Germany,politics,17-01-2025 08:11,62287,,977,22,773,Y
2868,India,finance,20-01-2025 04:37,34146,1698,1302,393,95,Y
,Canada,finance,18-01-2025 15:15,,634,1451,,638,Y
9084,Germany,politics,02-01-2025 01:14,99525,3458,1159,285,656,N
8268,Germany,tech,17-01-2025 17:12,7028,2553,483,139,558,N
9430,USA,tech,08-01-2025 23:15,47358,1508,439,114,934,N
4765,Canada,finance,24-01-2025 02:26,,2952,828,29,647,N
4442,Germany,politics,15-01-2025 14:01,15061,4621,79,326,693,Y
4132,Canada,tech,22-01-2025 01:34,96165,751,1450,326,371,
5391,,sports,03-01-2025 05:01,47789,3796,1791,466,435,N
,UK,sports,,12132,2007,718,263,647,Y
8097,Germany,politics,04-01-2025 14:20,16163,778,117,228,260,N
4628,India,finance,22-01-2025 01:34,46894,2546,,303,247,N
6405,Germany,sports,03-01-2025 15:05,32582,4187,768,337,635,Y
8002,Canada,sports,03-01-2025 04:51,61703,2487,285,197,0,N
1438,Germany,sports,17-01-2025 17:01,79912,2449,428,48,222,N
6480,India,sports,13-01-2025 20:12,98350,2546,1901,218,925,N
5515,Canada,tech,13-01-2025 21:34,21749,4684,1308,247,573,Y
3179,Canada,politics,21-01-2025 19:07,92915,607,1718,419,979,N
2949,India,finance,02-01-2025 12:39,97455,3486,618,79,999,N
2899,Canada,finance,09-01-2025 17:38,21933,1002,,130,,Y
9168,USA,finance,15-01-2025 05:59,67208,1990,662,29,163,N
9261,Germany,finance,15-01-2025 00:21,20222,540,933,90,4,N
9655,UK,tech,11-01-2025 07:20,61915,1431,1359,346,989,Y
6205,India,tech,20-01-2025 11:15,37149,4778,1850,161,,
5051,Germany,sports,09-01-2025 01:46,46945,901,683,309,401,Y
9609,USA,tech,05-01-2025 23:22,89059,180,984,269,406,N
3964,USA,finance,09-01-2025 22:36,,2430,1855,401,311,Y
6888,,politics,23-01-2025 05:15,55110,4489,349,123,608,Y
5112,Canada,finance,08-01-2025 13:04,43624,2894,1323,492,626,N
3453,USA,politics,02-01-2025 23:58,97681,2152,10,257,225,N
7403,Canada,politics,05-01-2025 21:19,79051,4609,672,95,,Y
7425,USA,finance,04-01-2025 12:20,62830,4531,576,231,178,N
4511,India,finance,18-01-2025 09:31,60545,677,913,405,693,Y
2474,India,politics,15-01-2025 12:26,40943,4239,1845,132,867,Y
5071,UK,sports,16-01-2025 12:41,56065,4477,96,54,595,N
6454,USA,sports,02-01-2025 20:57,84788,2503,1865,325,592,N
8158,USA,politics,20-01-2025 20:42,80342,4349,1369,124,927,Y
7282,Canada,sports,16-01-2025 10:07,99951,2518,,438,150,Y
3464,Canada,tech,17-01-2025 11:16,50705,2099,1599,88,163,Y
6789,Germany,tech,17-01-2025 21:00,91709,2191,1892,258,985,Y
6322,India,finance,06-01-2025 21:15,57986,1263,633,62,215,Y
4141,Germany,sports,09-01-2025 18:16,40556,4174,1241,324,306,Y
5590,Canada,tech,20-01-2025 07:51,66966,3713,1383,258,837,N
6947,Germany,sports,24-01-2025 01:07,23825,676,694,361,727,Y
3213,,sports,04-01-2025 23:37,40197,4606,556,8,455,N
7348,Canada,finance,19-01-2025 09:24,57330,483,949,468,833,N
4012,UK,finance,15-01-2025 17:08,19941,3980,116,428,871,Y
7436,India,politics,20-01-2025 07:55,51343,3424,,67,415,N
1972,Germany,finance,02-01-2025 14:20,5204,4448,888,373,467,N
,UK,finance,20-01-2025 14:17,91460,1313,55,349,851,N
7106,Canada,politics,05-01-2025 07:42,20320,3287,642,365,844,Y
8902,India,sports,17-01-2025 20:58,90878,2045,941,274,89,Y
9232,USA,sports,21-01-2025 11:18,96861,4514,897,72,832,N
4965,UK,politics,07-01-2025 09:34,20833,411,1981,35,391,Y
5760,Germany,,05-01-2025 09:04,76721,4031,270,391,708,Y
3984,Canada,finance,05-01-2025 15:46,68279,2800,1113,318,233,N
2795,USA,sports,02-01-2025 21:56,22103,,226,124,52,Y
,UK,politics,09-01-2025 15:19,77302,904,1548,209,709,Y
8105,USA,politics,19-01-2025 23:11,98114,2255,719,160,398,Y
3958,Germany,sports,01-01-2025 02:06,40486,3962,1935,155,698,N
9178,Canada,tech,17-01-2025 08:58,40368,1206,283,320,845,N
6663,India,tech,,66488,1207,1758,68,280,Y
7903,Germany,politics,13-01-2025 18:20,83586,2488,974,386,83,Y
5684,UK,finance,23-01-2025 13:45,99596,2719,549,159,511,N
3342,India,politics,04-01-2025 03:14,55446,4904,,89,938,N
4713,Canada,sports,11-01-2025 06:45,90412,3223,,415,766,N
9694,India,sports,,62309,4006,312,28,799,Y
7209,Germany,sports,15-01-2025 23:53,32569,,1480,5,526,Y
