tweet_id,user_id,tweet_text,timestamp,timestamp,likes,retweets,replies,impressions,engagement
T1251,8123,Testing!!!@@@###,android,06-01-2025 02:21,18514,4470,204,,454
T35083,5687,Testing!!!@@@###,web,10-01-2025 10:42,11042,815,512,670,1322
T1479,6721,,android,02-01-2025 12:17,7754,2081,,2511,1521
T33195,4660,Testing!!!@@@###,android,10-01-2025 23:20,15223,3216,207,1565,1177
T7240,9269,Great product!!! #AI,api,11-01-2025 02:43,12279,3387,672,401,1581
T19395,7114,Worst service ever :(,web,18-01-2025 13:08,11957,4485,294,681,515
T12333,9244,Love this!!! 😊,web,03-01-2025 09:48,9730,3940,745,2084,
T9729,6465,Testing!!!@@@###,api,09-01-2025 23:34,925,4658,465,2785,
T10488,1458,Love this!!! 😊,android,,,939,383,2272,179
T26390,2623,Testing!!!@@@###,web,,5487,3472,804,2523,308
T38244,3881,Spark > Hadoop ???,web,13-01-2025 02:07,15501,4846,96,2993,1686
T12583,6695,Good & Bad mixed!!!,ios,24-01-2025 00:13,5230,4114,824,,1669
T18988,2399,Spark > Hadoop ???,ios,04-01-2025 14:05,13656,3903,275,17,66
T4589,6636,Error###Detected,ios,13-01-2025 04:36,3466,4148,30,203,1449
T15682,9441,Streaming $$$ working,android,16-01-2025 19:39,17715,,502,2044,1841
T16968,9427,Good & Bad mixed!!!,android,21-01-2025 19:59,13797,1419,567,2987,
T30654,4699,Error###Detected,web,04-01-2025 19:17,8936,3154,,2825,69
T12970,1800,Data pipeline broke @ midnight!!!,web,02-01-2025 00:20,4989,367,432,1638,1564
T24201,9814,Worst service ever :(,ios,,19221,2861,257,236,
T20098,4944,Great product!!! #AI,,14-01-2025 02:48,11202,2340,530,453,921
T9138,,Error###Detected,,18-01-2025 20:14,16248,1983,470,922,770
T14115,6347,Data pipeline broke @ midnight!!!,web,08-01-2025 08:11,12972,398,938,1658,1954
T16085,5067,Good & Bad mixed!!!,web,12-01-2025 07:31,17590,4576,375,2166,770
T3053,6824,Null?? value??,android,20-01-2025 12:27,4150,882,773,764,335
T9959,5689,Great product!!! #AI,ios,07-01-2025 00:46,10330,3479,339,2895,1769
T1753,3117,Streaming $$$ working,api,10-01-2025 12:36,13466,1438,162,2689,
T4217,9133,Good & Bad mixed!!!,web,09-01-2025 22:56,19041,1036,767,174,1292
T8207,,Streaming $$$ working,api,15-01-2025 01:04,,2915,671,1870,615
T20475,4869,Error###Detected,android,21-01-2025 08:45,18495,3965,986,870,1131
T22233,5483,,ios,15-01-2025 06:55,112,455,174,1821,27
T21629,7236,Streaming $$$ working,api,20-01-2025 14:23,7904,1249,487,1837,1921
T33704,3095,Worst service ever :(,api,01-01-2025 04:07,8728,3123,627,994,1544
T24089,9678,Error###Detected,ios,11-01-2025 20:08,4201,3897,,2923,302
T21798,9224,Spark > Hadoop ???,ios,04-01-2025 21:53,482,3906,777,309,1965
T2948,1692,Worst service ever :(,ios,14-01-2025 08:23,,1957,943,1727,1423
T10653,9263,Streaming $$$ working,,11-01-2025 18:05,1946,2572,364,2018,465
T32195,5768,Spark > Hadoop ???,web,17-01-2025 06:49,19340,,391,,
T15131,9828,Worst service ever :(,web,14-01-2025 01:13,8503,,603,539,1335
T19641,9005,Good & Bad mixed!!!,android,11-01-2025 22:39,5551,3988,586,328,644
T39355,2238,Data pipeline broke @ midnight!!!,api,05-01-2025 02:45,7341,811,887,137,1272
T22028,6168,Streaming $$$ working,ios,19-01-2025 04:32,15531,688,824,2330,336
T27345,,Spark > Hadoop ???,android,18-01-2025 03:38,17696,4330,665,1721,201
T5997,9587,Error###Detected,android,14-01-2025 00:20,16081,177,642,2606,6
T27205,7246,Worst service ever :(,ios,20-01-2025 12:43,12708,3835,509,2255,
T24040,5857,Spark > Hadoop ???,ios,07-01-2025 08:54,10671,1087,658,875,518
T12069,3872,Good & Bad mixed!!!,web,23-01-2025 21:47,8996,490,308,1824,47
T31551,9828,Good & Bad mixed!!!,web,17-01-2025 06:54,16641,1774,481,1656,52
T4411,8406,Streaming $$$ working,ios,23-01-2025 06:08,6725,648,46,2039,1179
T39247,8703,Data pipeline broke @ midnight!!!,android,20-01-2025 19:05,18939,92,396,657,1550
T18506,3397,Error###Detected,android,03-01-2025 20:44,9096,193,128,883,982
T15395,9781,Good & Bad mixed!!!,ios,18-01-2025 22:08,985,1212,,258,104
T970,9856,Love this!!! 😊,ios,21-01-2025 20:14,7872,1268,895,413,1347
T28384,2182,Spark > Hadoop ???,web,02-01-2025 13:28,13803,956,103,599,1994
T29202,9872,Great product!!! #AI,ios,23-01-2025 10:11,14481,4949,968,202,1423
T18677,,Great product!!! #AI,web,10-01-2025 18:29,1236,2202,282,2499,1651
T30661,6049,Good & Bad mixed!!!,api,08-01-2025 17:42,1953,1869,682,1218,960
T31922,6868,Spark > Hadoop ???,api,18-01-2025 15:42,13096,2644,952,1039,431
T3514,4026,Good & Bad mixed!!!,android,05-01-2025 10:46,3382,939,209,1332,1516
T26808,8088,Worst service ever :(,ios,01-01-2025 09:57,15305,3453,476,954,696
T2160,6108,Good & Bad mixed!!!,android,05-01-2025 03:24,4697,2206,412,676,1721
T7761,,Spark > Hadoop ???,api,16-01-2025 04:03,9258,,361,1807,1804
T17960,3323,Love this!!! 😊,web,18-01-2025 01:53,36,1484,115,2350,1878
T35250,6641,Testing!!!@@@###,api,05-01-2025 11:18,1589,2189,858,807,988
T28897,8101,Null?? value??,ios,20-01-2025 09:45,7206,1062,159,324,228
T33360,9073,Good & Bad mixed!!!,android,03-01-2025 19:41,8121,1904,562,2589,1592
T10387,6117,Good & Bad mixed!!!,web,19-01-2025 01:51,18232,4219,707,1687,1438
T14351,5509,Streaming $$$ working,web,17-01-2025 03:45,13339,2068,145,465,1038
T32322,2837,Worst service ever :(,ios,19-01-2025 18:08,12797,4391,740,1382,1847
T39161,9724,Good & Bad mixed!!!,web,20-01-2025 16:33,19769,2187,761,867,
T38739,2705,,api,13-01-2025 04:19,15599,3246,906,1693,402
T37226,1984,Spark > Hadoop ???,api,13-01-2025 08:57,18159,3528,386,148,981
T30885,6161,Spark > Hadoop ???,web,06-01-2025 01:19,16086,1205,41,1002,507
T35772,3229,Streaming $$$ working,web,10-01-2025 00:55,,4180,189,2801,993
T5355,1298,Spark > Hadoop ???,android,04-01-2025 12:14,14613,4348,145,1826,1030
T18843,6315,Good & Bad mixed!!!,android,14-01-2025 17:09,10950,2755,168,1593,567
T14586,2342,Great product!!! #AI,api,07-01-2025 09:47,1672,724,66,2152,868
T10972,3618,Great product!!! #AI,api,02-01-2025 11:03,4632,570,877,1160,435
T3929,9849,Worst service ever :(,ios,10-01-2025 18:39,3125,3611,364,2362,842
T38059,9229,Error###Detected,ios,18-01-2025 12:33,413,4948,478,266,695
T17694,4561,Spark > Hadoop ???,web,05-01-2025 11:58,3718,1139,824,,250
T36472,6303,Love this!!! 😊,android,06-01-2025 03:39,5698,1349,704,602,528
T28520,6870,Love this!!! 😊,ios,21-01-2025 16:01,9127,220,74,1605,1913
T19713,1747,Error###Detected,web,12-01-2025 17:01,4375,1311,656,1705,774
T22373,3386,Good & Bad mixed!!!,android,07-01-2025 20:11,2394,1706,414,915,1183
T32371,6815,Love this!!! 😊,web,11-01-2025 12:57,11204,3969,692,1875,1680
T34945,8708,Worst service ever :(,android,04-01-2025 02:36,16230,2760,735,110,2000
T29619,2465,Love this!!! 😊,,12-01-2025 00:55,6661,2932,251,898,884
T26559,5115,Good & Bad mixed!!!,android,17-01-2025 16:53,8458,3892,,86,269
T35795,,Good & Bad mixed!!!,android,17-01-2025 17:27,15763,3025,,2894,1591
T13416,2190,Worst service ever :(,api,16-01-2025 22:08,6446,3515,742,318,145
T10428,9823,Streaming $$$ working,web,05-01-2025 14:42,9197,4048,174,776,309
T33106,5634,Testing!!!@@@###,ios,19-01-2025 13:57,19799,4808,757,2714,251
T17594,5445,Error###Detected,api,19-01-2025 03:49,14189,3099,188,2662,827
T14159,6360,Spark > Hadoop ???,web,09-01-2025 06:21,5253,4930,74,1961,852
T6239,7455,Spark > Hadoop ???,api,16-01-2025 07:59,8553,2759,427,2974,262
T28303,9271,Good & Bad mixed!!!,web,07-01-2025 12:02,19889,1668,767,1141,
T28891,2316,Testing!!!@@@###,android,11-01-2025 02:53,13128,412,853,2376,1524
T2898,4405,Testing!!!@@@###,api,07-01-2025 02:53,,3705,996,819,1051
T4224,4968,Great product!!! #AI,android,07-01-2025 05:10,7284,2575,14,467,1109
T15535,2265,Error###Detected,android,13-01-2025 23:34,13903,972,561,2614,177
T39644,4986,Data pipeline broke @ midnight!!!,ios,,6874,2626,174,2219,1422
T22277,3022,Love this!!! 😊,android,16-01-2025 06:55,15129,4377,29,2384,470
,3112,Null?? value??,web,22-01-2025 11:42,7521,4227,693,1836,907
T764,7529,Worst service ever :(,web,16-01-2025 19:19,13946,2318,423,,1274
T2415,8177,Spark > Hadoop ???,api,18-01-2025 00:04,459,832,71,2284,1979
,3977,Data pipeline broke @ midnight!!!,android,23-01-2025 13:47,,2467,868,2589,
T23350,4925,,web,20-01-2025 16:31,1379,4496,818,2729,1019
T12541,7433,Love this!!! 😊,android,12-01-2025 03:22,,1700,9,3,834
T2590,,Good & Bad mixed!!!,android,09-01-2025 06:53,14538,3639,362,664,
T18743,1728,Streaming $$$ working,ios,11-01-2025 16:39,555,76,587,1397,
T10159,7692,Love this!!! 😊,ios,02-01-2025 22:32,535,2075,10,,1936
T25178,7588,Null?? value??,web,17-01-2025 16:00,637,3890,763,146,1234
T30393,5894,Streaming $$$ working,android,19-01-2025 20:09,11479,4527,703,1745,1567
T10867,,Spark > Hadoop ???,ios,19-01-2025 08:17,2809,4414,430,1406,319
T9173,8395,Good & Bad mixed!!!,,18-01-2025 16:26,16926,580,176,2009,
T28940,4215,Data pipeline broke @ midnight!!!,web,09-01-2025 15:51,15359,,428,353,1255
T9217,8742,Data pipeline broke @ midnight!!!,api,15-01-2025 14:50,4298,1040,435,2556,
T2395,9218,Data pipeline broke @ midnight!!!,web,12-01-2025 21:21,,1688,290,1790,1273
T15730,4904,Love this!!! 😊,ios,07-01-2025 22:41,12567,1968,474,812,134
T16806,4086,Null?? value??,ios,01-01-2025 15:50,8192,1614,70,746,597
T22370,7660,Spark > Hadoop ???,ios,10-01-2025 23:30,4143,2288,219,175,
T33148,7592,Data pipeline broke @ midnight!!!,ios,12-01-2025 07:49,13824,2472,560,2083,1511
T13397,5502,Good & Bad mixed!!!,web,13-01-2025 08:26,,604,946,1421,1798
T20918,7484,Love this!!! 😊,android,06-01-2025 11:07,8126,3644,484,856,787
T34841,8705,Worst service ever :(,ios,01-01-2025 20:48,3804,1534,263,2772,1821
T23870,9584,Testing!!!@@@###,,20-01-2025 00:23,8136,3978,54,1068,
T6351,3813,,api,07-01-2025 06:50,,2627,19,1842,440
,1764,Streaming $$$ working,web,06-01-2025 20:28,8099,2697,447,814,1800
T23030,9517,Spark > Hadoop ???,android,23-01-2025 13:45,16872,2902,926,661,908
T2901,8677,Data pipeline broke @ midnight!!!,android,19-01-2025 17:20,3246,2751,516,296,816
T5816,4715,Error###Detected,api,01-01-2025 01:07,15163,4990,481,1905,
T34453,6838,Spark > Hadoop ???,,10-01-2025 23:49,12883,2052,317,1989,1310
T16382,4936,Error###Detected,android,02-01-2025 12:03,15256,,175,1470,483
T36358,5384,Null?? value??,web,20-01-2025 19:26,10675,2732,709,998,445
,5535,Spark > Hadoop ???,api,05-01-2025 14:33,8804,4764,565,24,1478
T38802,6170,Null?? value??,android,,19910,,516,944,1725
T19071,4875,Good & Bad mixed!!!,android,07-01-2025 01:30,4252,964,18,,282
T6572,9099,Error###Detected,web,14-01-2025 01:37,4215,2415,508,1952,502
T6200,7484,Spark > Hadoop ???,api,12-01-2025 10:45,9839,2799,736,2791,611
T21803,9160,Love this!!! 😊,,10-01-2025 06:08,13517,3684,330,,1465
T26156,9127,Error###Detected,android,19-01-2025 20:37,15459,117,541,206,1038
T26167,6509,Streaming $$$ working,web,06-01-2025 19:46,,586,68,1531,1319
T20251,8450,Data pipeline broke @ midnight!!!,ios,18-01-2025 23:22,12945,1713,839,1431,752
T36813,4258,Data pipeline broke @ midnight!!!,web,12-01-2025 07:34,11719,896,844,1324,1475
T3402,7457,Streaming $$$ working,android,11-01-2025 18:17,18921,1548,154,2684,334
T4490,3223,Worst service ever :(,ios,14-01-2025 01:23,1554,3384,794,61,332
T13736,8743,Data pipeline broke @ midnight!!!,android,,8631,3966,859,2211,1851
T31323,4147,Good & Bad mixed!!!,api,17-01-2025 09:07,19346,3730,883,1848,966
T34239,8534,Worst service ever :(,ios,10-01-2025 03:09,19514,430,862,551,317
T29767,,,android,04-01-2025 08:57,11623,3356,825,368,490
T35399,4963,Null?? value??,api,13-01-2025 22:19,9357,,733,1751,1021
T36704,6466,,ios,09-01-2025 18:36,3381,1593,284,1526,1078
T11870,1341,Streaming $$$ working,,17-01-2025 21:10,3386,2421,142,1875,1815
T39572,8907,Testing!!!@@@###,web,02-01-2025 14:19,5873,4036,32,2683,1961
T32544,4520,Testing!!!@@@###,ios,20-01-2025 20:29,8510,3987,995,2945,1286
T22324,6727,Testing!!!@@@###,ios,07-01-2025 10:53,18402,1098,826,135,1052
T29571,3125,Worst service ever :(,api,02-01-2025 15:02,11787,2826,5,988,1818
T34445,6987,Streaming $$$ working,web,18-01-2025 17:18,12023,4458,608,1323,1079
T21192,,Good & Bad mixed!!!,web,17-01-2025 04:21,17967,197,453,445,277
T30461,8007,Error###Detected,ios,07-01-2025 15:53,1608,4330,350,1508,940
T1741,5428,Streaming $$$ working,api,,14250,4973,426,508,809
T13662,,Worst service ever :(,web,02-01-2025 11:15,5927,,723,,59
,4614,Error###Detected,android,22-01-2025 18:52,7337,2066,824,,1334
T13684,7832,Streaming $$$ working,api,06-01-2025 09:50,13900,4554,703,1952,444
T9037,1224,Data pipeline broke @ midnight!!!,web,,17750,,744,2959,1316
T14276,7532,Great product!!! #AI,web,10-01-2025 17:35,19768,1350,705,2112,1042
T34545,5130,Spark > Hadoop ???,web,01-01-2025 02:03,9861,1479,405,1314,866
T28166,6944,Streaming $$$ working,api,19-01-2025 06:22,9539,2418,575,2509,297
T19336,3175,Great product!!! #AI,api,19-01-2025 00:13,15784,669,105,2485,126
T5493,9403,Spark > Hadoop ???,android,10-01-2025 22:27,9503,434,358,1503,
T6974,8310,Worst service ever :(,api,04-01-2025 18:00,8078,3023,332,2471,931
T26983,7547,,api,23-01-2025 05:57,17181,436,8,2590,1166
T30354,3824,Error###Detected,web,16-01-2025 21:38,11851,1311,881,622,721
T2477,7614,Spark > Hadoop ???,api,01-01-2025 18:25,5416,306,592,898,1291
T28505,9210,Great product!!! #AI,web,06-01-2025 01:16,,2362,966,173,838
T36342,8531,Love this!!! 😊,ios,10-01-2025 23:38,8989,4077,956,2239,523
T15154,5519,Great product!!! #AI,web,05-01-2025 23:28,12051,2090,717,2234,
T36340,7337,Streaming $$$ working,api,16-01-2025 23:50,10298,4959,764,960,34
T18723,9371,Error###Detected,android,07-01-2025 02:56,5747,2325,501,315,1748
T38343,9636,Streaming $$$ working,ios,05-01-2025 20:32,10818,1930,430,,1679
T21785,7693,Error###Detected,ios,03-01-2025 03:53,17815,877,932,123,359
T5378,2601,Worst service ever :(,ios,01-01-2025 01:03,10231,351,282,2581,249
T21299,5880,Null?? value??,web,03-01-2025 07:36,6932,1747,908,,1000
T34975,1879,Good & Bad mixed!!!,web,15-01-2025 17:41,15961,2040,491,1507,423
T10306,4009,Love this!!! 😊,ios,04-01-2025 19:39,8966,243,391,2201,333
T26357,,Streaming $$$ working,ios,08-01-2025 20:55,15941,1546,278,1499,
T6498,6221,,ios,07-01-2025 20:42,7973,770,117,,359
T38988,8604,Streaming $$$ working,ios,04-01-2025 09:18,12870,2803,112,1855,633
T29657,2241,Spark > Hadoop ???,android,02-01-2025 03:09,13122,1681,142,842,248
T38224,,Great product!!! #AI,api,01-01-2025 10:42,4050,4522,195,2533,1239
T7827,7441,Streaming $$$ working,android,07-01-2025 15:40,10420,320,571,1362,1131
T26154,5070,Data pipeline broke @ midnight!!!,android,08-01-2025 10:11,5238,4005,98,932,420
T29391,7291,Worst service ever :(,web,18-01-2025 03:47,10243,4963,944,2815,1690
T3929,7659,Data pipeline broke @ midnight!!!,web,06-01-2025 20:41,14573,788,582,1910,1516
T37856,8772,Streaming $$$ working,web,19-01-2025 22:25,9957,2558,782,1038,929
T25835,,Streaming $$$ working,android,11-01-2025 03:00,,4203,774,2777,44
T18370,8782,,web,16-01-2025 13:51,4474,,192,2025,1304
T10432,2882,Error###Detected,ios,15-01-2025 17:45,8736,2330,245,2497,520
T8859,2677,Null?? value??,api,07-01-2025 17:48,456,2772,861,2209,1323
T8054,2695,Testing!!!@@@###,api,11-01-2025 17:20,12239,4028,870,2224,
T14737,2583,Error###Detected,web,13-01-2025 13:47,,2754,425,766,1986
T26488,5376,Worst service ever :(,ios,09-01-2025 12:28,14733,2942,667,358,1857
T24507,6412,Error###Detected,android,,1711,3596,904,1989,1931
T13672,1881,Worst service ever :(,ios,06-01-2025 00:02,,30,813,2711,969
,3260,Testing!!!@@@###,api,14-01-2025 01:34,1980,2353,566,1207,111
T31846,3412,Worst service ever :(,api,10-01-2025 22:11,19902,3517,719,1004,1230
T27101,3461,Spark > Hadoop ???,ios,06-01-2025 22:05,12605,4531,104,,957
T26406,4332,Good & Bad mixed!!!,web,13-01-2025 18:21,2354,4568,734,1942,1575
T13708,,Testing!!!@@@###,api,15-01-2025 03:20,2995,1743,593,2687,367
T8978,9234,Testing!!!@@@###,android,20-01-2025 22:17,15407,1871,983,2006,1207
T31104,6824,Spark > Hadoop ???,android,23-01-2025 00:17,1220,1538,292,1326,716
T24722,4613,Worst service ever :(,ios,11-01-2025 13:11,18340,1180,199,2509,1367
T39145,1798,Error###Detected,android,21-01-2025 10:41,13689,2188,460,674,327
T8799,,,web,07-01-2025 13:45,36,2830,423,279,606
T5872,6406,,api,10-01-2025 13:09,18962,1955,769,1299,1940
T5806,7674,,api,17-01-2025 07:04,11427,3703,493,18,1979
T16513,9360,Love this!!! 😊,android,07-01-2025 11:54,17560,1686,252,1299,333
T15645,4657,Good & Bad mixed!!!,android,02-01-2025 08:31,2042,3908,943,,1730
T22909,1312,Error###Detected,api,01-01-2025 16:34,2723,1349,,564,1798
T20089,3484,Spark > Hadoop ???,ios,09-01-2025 00:44,14273,2023,619,1289,1369
T10278,2743,Spark > Hadoop ???,api,19-01-2025 16:09,4551,492,424,1168,1652
T29463,8706,Data pipeline broke @ midnight!!!,api,20-01-2025 23:06,,4168,535,1911,1231
T4567,2874,Testing!!!@@@###,web,23-01-2025 19:53,1378,3360,407,2294,1845
T23812,2971,Testing!!!@@@###,android,09-01-2025 14:46,17349,4937,760,973,
T9079,7835,Good & Bad mixed!!!,api,,7936,1291,895,2055,773
T12805,6638,Data pipeline broke @ midnight!!!,ios,05-01-2025 20:33,19484,,782,796,1650
T20804,4079,Spark > Hadoop ???,api,14-01-2025 19:08,10740,2519,739,1067,1409
T15978,,Love this!!! 😊,android,,7728,1354,235,2535,
T27714,4156,Worst service ever :(,android,14-01-2025 19:51,17542,4129,682,824,1551
T7668,1547,Error###Detected,api,18-01-2025 07:42,17179,2652,541,2256,843
T1445,5803,Worst service ever :(,ios,04-01-2025 12:00,,282,416,2768,1056
T12858,3239,Spark > Hadoop ???,android,23-01-2025 12:35,7458,2417,587,333,1525
T18262,2608,Null?? value??,ios,06-01-2025 08:10,1500,2577,834,1898,46
T24059,4217,Worst service ever :(,android,05-01-2025 04:22,15049,2358,828,1914,1065
T30052,2319,Spark > Hadoop ???,ios,13-01-2025 17:18,8566,4570,871,,1031
T20671,1918,Good & Bad mixed!!!,web,23-01-2025 18:45,13993,4810,107,,817
T15241,8461,Good & Bad mixed!!!,android,12-01-2025 13:28,572,3026,,1614,1292
T13039,,Great product!!! #AI,ios,09-01-2025 15:38,12936,4217,970,2801,910
T38451,9856,Error###Detected,ios,14-01-2025 16:45,11130,2992,957,1318,1326
T17482,3383,Error###Detected,api,,1248,3751,315,399,1670
T36607,5592,Testing!!!@@@###,android,08-01-2025 22:39,9888,3596,376,295,1581
T8612,6466,Worst service ever :(,web,14-01-2025 21:41,,3018,64,1574,1744
T13220,2953,Great product!!! #AI,web,24-01-2025 02:40,13937,3216,237,2815,1272
T34703,3703,Testing!!!@@@###,web,01-01-2025 00:50,5578,4971,463,1489,308
T5698,9386,Data pipeline broke @ midnight!!!,web,01-01-2025 07:56,949,3236,882,1061,1715
T17957,5341,Spark > Hadoop ???,web,,5227,4332,187,756,368
T28329,3832,Testing!!!@@@###,ios,20-01-2025 19:34,2976,2970,363,894,231
T5999,1751,Worst service ever :(,ios,19-01-2025 09:11,1471,2420,734,449,658
T5792,4355,Error###Detected,web,22-01-2025 06:29,3141,1193,892,2164,1931
T8750,5744,Spark > Hadoop ???,api,23-01-2025 13:29,14780,3925,310,783,1372
T9498,1741,Streaming $$$ working,,05-01-2025 03:07,3076,960,385,82,1749
T25358,1844,Testing!!!@@@###,web,01-01-2025 02:02,,739,684,1734,487
T32285,7707,Null?? value??,api,15-01-2025 18:20,19735,4557,0,1700,1192
T26833,2704,,ios,04-01-2025 09:49,21,2423,882,1797,1853
T131,2783,Spark > Hadoop ???,api,14-01-2025 06:03,19482,997,365,2550,576
,4680,Good & Bad mixed!!!,web,19-01-2025 05:47,12327,2925,162,942,81
T13734,5856,Good & Bad mixed!!!,,22-01-2025 19:41,18946,4641,567,2631,1790
T38362,5253,Love this!!! 😊,ios,01-01-2025 01:52,13545,1911,946,672,356
T31781,5375,Testing!!!@@@###,web,04-01-2025 00:06,,3746,855,235,180
T22302,9279,Data pipeline broke @ midnight!!!,android,02-01-2025 16:30,6460,1085,494,2975,1395
T36343,2438,Worst service ever :(,ios,08-01-2025 06:27,12893,2123,537,2448,1708
T24786,,Love this!!! 😊,android,02-01-2025 23:24,12702,3372,990,2843,1996
T7370,2867,Good & Bad mixed!!!,api,24-01-2025 00:41,19315,2364,787,1206,721
T28518,4750,Good & Bad mixed!!!,ios,09-01-2025 05:09,4245,2229,73,2200,982
T31237,,Good & Bad mixed!!!,ios,19-01-2025 08:37,617,1553,,2078,1522
T23828,9846,Null?? value??,ios,01-01-2025 00:03,18452,1401,,1944,491
T31627,3023,,web,10-01-2025 18:32,17457,12,199,134,1816
T23751,5703,Good & Bad mixed!!!,web,12-01-2025 13:01,14594,1884,564,982,1440
T12159,8605,Null?? value??,api,16-01-2025 01:06,17090,4324,584,2592,147
T10159,7594,Error###Detected,api,20-01-2025 10:33,8522,1020,477,1836,662
T17681,5690,Love this!!! 😊,api,07-01-2025 19:43,14504,,904,1256,1696
T29696,4501,Love this!!! 😊,api,08-01-2025 02:35,17209,4936,,135,1905
T6817,3270,Error###Detected,ios,10-01-2025 05:19,18211,4850,731,1446,1958
T8602,7242,Love this!!! 😊,web,11-01-2025 21:29,18196,3512,227,1610,979
T11696,3353,Love this!!! 😊,api,21-01-2025 05:44,5804,3750,380,2587,1594
T38800,5673,Love this!!! 😊,ios,15-01-2025 17:33,14161,4109,334,1661,52
T21903,7071,,android,15-01-2025 10:44,11376,1907,847,488,1762
T33889,8942,Great product!!! #AI,ios,,15209,1987,831,905,566
T35861,4591,Good & Bad mixed!!!,web,18-01-2025 11:26,6426,4693,963,1495,43
T18460,2191,Spark > Hadoop ???,web,23-01-2025 18:14,11482,568,,2812,1102
T39669,9923,Worst service ever :(,api,06-01-2025 05:37,12572,4529,727,2789,1207
T31507,3576,Null?? value??,ios,07-01-2025 07:13,13364,4473,842,673,590
T36001,5492,Worst service ever :(,api,12-01-2025 12:16,14264,4682,159,1831,490
,6238,Streaming $$$ working,web,09-01-2025 10:47,8603,2062,1,2104,1485
T7276,2428,Data pipeline broke @ midnight!!!,android,,6236,2315,726,2667,1137
T26074,8419,Error###Detected,android,14-01-2025 16:34,18638,22,265,2610,1506
T24,2918,Streaming $$$ working,api,13-01-2025 04:53,14019,1010,476,2749,659
T25464,6416,Good & Bad mixed!!!,web,03-01-2025 19:27,17846,2782,44,375,1465
T25315,5122,,ios,15-01-2025 18:52,13854,461,138,216,230
T37949,2138,Streaming $$$ working,api,10-01-2025 13:17,8937,3407,228,2781,942
T36144,1955,Testing!!!@@@###,api,02-01-2025 20:57,18289,575,147,1012,1532
T33984,8269,Spark > Hadoop ???,api,13-01-2025 07:02,10354,4560,844,1624,1081
T321,3920,Great product!!! #AI,api,14-01-2025 01:10,2430,591,699,2220,1422
T26416,7158,Streaming $$$ working,web,05-01-2025 23:34,865,765,425,2308,347
T27156,8616,Error###Detected,android,10-01-2025 21:17,3392,3551,662,1850,343
T192,7151,Streaming $$$ working,api,07-01-2025 07:05,9633,103,780,1984,1365
T15972,8714,Streaming $$$ working,android,10-01-2025 00:45,19281,367,656,28,1844
T39720,9311,Worst service ever :(,ios,05-01-2025 11:17,8564,4112,70,617,1025
T2951,7853,Love this!!! 😊,web,13-01-2025 05:59,2046,301,170,903,1297
T1086,6780,Error###Detected,web,17-01-2025 00:59,11361,1315,666,311,1075
T35702,4751,Great product!!! #AI,ios,11-01-2025 14:17,4565,2815,422,1106,1194
T36837,8285,Streaming $$$ working,ios,23-01-2025 00:55,11533,,437,165,681
T10557,8869,Data pipeline broke @ midnight!!!,android,12-01-2025 08:25,2414,1124,505,2949,92
T4573,6743,Worst service ever :(,web,01-01-2025 13:30,5474,4317,243,2928,1241
T15202,6453,Love this!!! 😊,ios,,14418,3218,707,2591,70
T27759,4176,Spark > Hadoop ???,android,15-01-2025 08:42,17692,1979,34,363,1081
T2292,,Good & Bad mixed!!!,ios,04-01-2025 16:03,15857,4886,568,2083,1757
T19002,6603,Worst service ever :(,web,01-01-2025 01:48,10726,1904,21,671,918
T25645,3259,Error###Detected,ios,04-01-2025 16:56,3162,1304,160,1332,
T26413,3892,Worst service ever :(,ios,20-01-2025 16:53,15739,4169,490,2829,499
T38644,5467,Love this!!! 😊,api,17-01-2025 06:49,7964,1454,117,1024,1466
T2112,6386,Testing!!!@@@###,web,17-01-2025 20:09,16828,2659,837,1293,1460
,4246,Null?? value??,android,01-01-2025 17:59,13290,3387,824,2399,1786
T39295,3869,Great product!!! #AI,ios,22-01-2025 15:11,15706,2726,902,613,116
T17921,6604,Data pipeline broke @ midnight!!!,android,13-01-2025 09:41,8603,2415,156,1381,1863
T38763,3028,Error###Detected,api,06-01-2025 00:15,10077,3893,324,2835,647
T31136,3222,Great product!!! #AI,android,07-01-2025 13:16,5084,3918,538,2937,61
T25282,3818,Spark > Hadoop ???,web,12-01-2025 01:26,3348,3096,866,2946,205
T17385,,Testing!!!@@@###,web,03-01-2025 13:20,12344,3542,274,,1146
T39077,2517,Spark > Hadoop ???,api,09-01-2025 04:33,14107,2732,294,158,1017
T13261,1726,Good & Bad mixed!!!,web,,,4073,187,598,1685
T15478,9553,Spark > Hadoop ???,android,15-01-2025 03:46,12437,1821,,863,90
T11673,1566,Null?? value??,android,23-01-2025 14:55,2948,4144,504,446,
,4172,Streaming $$$ working,web,21-01-2025 15:17,5228,756,200,1227,839
,8269,Worst service ever :(,ios,,6104,3100,738,2558,178
T23697,2936,Testing!!!@@@###,ios,04-01-2025 13:00,11017,2315,498,1289,867
T24732,7518,Worst service ever :(,ios,24-01-2025 00:59,17178,2575,640,1610,208
T8467,1494,Testing!!!@@@###,android,03-01-2025 01:31,17204,2981,828,2432,78
T37931,2875,Data pipeline broke @ midnight!!!,web,03-01-2025 13:53,2236,892,963,2297,1532
T15436,7003,Good & Bad mixed!!!,android,02-01-2025 12:08,7097,894,532,157,389
T12555,2474,Good & Bad mixed!!!,api,12-01-2025 00:16,3802,2270,177,927,1936
